,prompt,completion
304,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NEW YORK 1996-08-29

###

"," NEW YORK: Location
1996-08-29: O

***END***"
305,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Accompanied by his wife and grandson , Peres arrived in Morocco on August 25 .

###

"," Accompanied: O
by: O
his: O
wife: O
and: O
grandson: O
,: O
Peres: Person
arrived: O
in: O
Morocco: Location
on: O
August: O
25: O
.: O

***END***"
306,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Partizan ( Yugoslavia ) , Alba ( Germany ) , Dinamo ( Russia ) and Benetton ( Italy ) are also taking part in the event which continues until Saturday .

###

"," Partizan: Organisation
(: O
Yugoslavia: Location
): O
,: O
Alba: Organisation
(: O
Germany: Location
): O
,: O
Dinamo: Organisation
(: O
Russia: Location
): O
and: O
Benetton: Organisation
(: O
Italy: Location
): O
are: O
also: O
taking: O
part: O
in: O
the: O
event: O
which: O
continues: O
until: O
Saturday: O
.: O

***END***"
307,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He and other analysts said corporate America adopted a go-slow approach because Microsoft already was promoting the new version of its high-end Windows NT operating system , expected to be available in stores in the next several weeks .

###

"," He: O
and: O
other: O
analysts: O
said: O
corporate: O
America: Location
adopted: O
a: O
go-slow: O
approach: O
because: O
Microsoft: Organisation
already: O
was: O
promoting: O
the: O
new: O
version: O
of: O
its: O
high-end: O
Windows NT: Misc
operating: O
system: O
,: O
expected: O
to: O
be: O
available: O
in: O
stores: O
in: O
the: O
next: O
several: O
weeks: O
.: O

***END***"
308,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

English County Championship cricket matches on Saturday :

###

"," English County Championship: Misc
cricket: O
matches: O
on: O
Saturday: O
:: O

***END***"
309,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Indians sent the game into extra innings in the ninth on Kenny Lofton 's two-run single .

###

"," The: O
Indians: Organisation
sent: O
the: O
game: O
into: O
extra: O
innings: O
in: O
the: O
ninth: O
on: O
Kenny Lofton: Person
's: O
two-run: O
single: O
.: O

***END***"
310,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

DIARIO 16

###

"," DIARIO 16: Organisation

***END***"
311,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

ISTANBUL 1996-08-22

###

"," ISTANBUL: Location
1996-08-22: O

***END***"
312,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Pakistan declared their first

###

"," Pakistan: Location
declared: O
their: O
first: O

***END***"
313,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Southern California Edison Co said it expected two 220 kilovolt ( KV ) power lines in southern California to resume service later today after being shut late Wednesday because of a wildfire raging north of Los Angeles .

###

"," Southern California Edison Co: Organisation
said: O
it: O
expected: O
two: O
220: O
kilovolt: O
(: O
KV: O
): O
power: O
lines: O
in: O
southern: O
California: Location
to: O
resume: O
service: O
later: O
today: O
after: O
being: O
shut: O
late: O
Wednesday: O
because: O
of: O
a: O
wildfire: O
raging: O
north: O
of: O
Los Angeles: Location
.: O

***END***"
314,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CHESAPEAKE , Va .

###

"," CHESAPEAKE: Location
,: O
Va: Location
.: O

***END***"
315,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Her attacker , identified only as Jerzy L. , 36 , was arrested by police and will appear in court on Thursday morning , television reported .

###

"," Her: O
attacker: O
,: O
identified: O
only: O
as: O
Jerzy L.: Person
,: O
36: O
,: O
was: O
arrested: O
by: O
police: O
and: O
will: O
appear: O
in: O
court: O
on: O
Thursday: O
morning: O
,: O
television: O
reported: O
.: O

***END***"
316,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CRICKET - INDIA BANS SIDHU FOR 50 DAYS .

###

"," CRICKET: O
-: O
INDIA: Location
BANS: O
SIDHU: Person
FOR: O
50: O
DAYS: O
.: O

***END***"
317,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

AZ Alkmaar 2 0 1 1 0 2 1

###

"," AZ Alkmaar: Organisation
2: O
0: O
1: O
1: O
0: O
2: O
1: O

***END***"
318,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

EPA - Quarterly survey of employment levels ( INE ) .

###

"," EPA: Organisation
-: O
Quarterly: O
survey: O
of: O
employment: O
levels: O
(: O
INE: O
): O
.: O

***END***"
319,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

*

###

"," *: O

***END***"
320,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The world disagreed , showering more than 80 national and international honours on her including the Bharat Ratna , or Jewel of India , the country 's highest civilian award .

###

"," The: O
world: O
disagreed: O
,: O
showering: O
more: O
than: O
80: O
national: O
and: O
international: O
honours: O
on: O
her: O
including: O
the: O
Bharat Ratna: Misc
,: O
or: O
Jewel of India: Misc
,: O
the: O
country: O
's: O
highest: O
civilian: O
award: O
.: O

***END***"
321,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Waterville WA 5.05 up .02 --- --- 4.6200 unc

###

"," Waterville: Location
WA: Location
5.05: O
up: O
.02: O
---: O
---: O
4.6200: O
unc: O

***END***"
322,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Chinese official media has often accused foreign forces , notably the United States , of seeking to support Tibetan independence activists .

###

"," Chinese: Misc
official: O
media: O
has: O
often: O
accused: O
foreign: O
forces: O
,: O
notably: O
the: O
United States: Location
,: O
of: O
seeking: O
to: O
support: O
Tibetan: Misc
independence: O
activists: O
.: O

***END***"
323,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Lens 3 ( Vairelles 8th , Foe 85th , Smicer 90th ) Montpellier 2

###

"," Lens: Organisation
3: O
(: O
Vairelles: Person
8th: O
,: O
Foe: Person
85th: O
,: O
Smicer: Person
90th: O
): O
Montpellier: Organisation
2: O

***END***"
324,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But tournament officials announced about four-and-a-half hours before the match that Courtois had pulled out due to a left knee bone inflammation , moving Seles into the next round on a walkover .

###

"," But: O
tournament: O
officials: O
announced: O
about: O
four-and-a-half: O
hours: O
before: O
the: O
match: O
that: O
Courtois: Person
had: O
pulled: O
out: O
due: O
to: O
a: O
left: O
knee: O
bone: O
inflammation: O
,: O
moving: O
Seles: Person
into: O
the: O
next: O
round: O
on: O
a: O
walkover: O
.: O

***END***"
325,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

says is first state to apply for new welfare .

###

"," says: O
is: O
first: O
state: O
to: O
apply: O
for: O
new: O
welfare: O
.: O

***END***"
326,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- Paris Newsroom +33 1 4221 5452

###

"," --: O
Paris Newsroom: Organisation
+33: O
1: O
4221: O
5452: O

***END***"
327,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Dutch soccer captain Danny Blind has decided to end his international career , Ajax spokesman David Endt said on Sunday .

###

"," Dutch: Misc
soccer: O
captain: O
Danny Blind: Person
has: O
decided: O
to: O
end: O
his: O
international: O
career: O
,: O
Ajax: Organisation
spokesman: O
David Endt: Person
said: O
on: O
Sunday: O
.: O

***END***"
328,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Power NZ ODV up 8 pct at NZ$ 524 million .

###

"," Power NZ ODV: Organisation
up: O
8: O
pct: O
at: O
NZ$: Misc
524: O
million: O
.: O

***END***"
329,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Tennis - Philippoussis beats Woodforde in U.S. Open .

###

"," Tennis: O
-: O
Philippoussis: Person
beats: O
Woodforde: Person
in: O
U.S. Open: Misc
.: O

***END***"
330,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The premier , who is due to meet his Turkish counterpart Necmettin Erbakan on Tuesday , will also be discussing the postponed Bosnian elections , a foreign ministry official said .

###

"," The: O
premier: O
,: O
who: O
is: O
due: O
to: O
meet: O
his: O
Turkish: Misc
counterpart: O
Necmettin Erbakan: Person
on: O
Tuesday: O
,: O
will: O
also: O
be: O
discussing: O
the: O
postponed: O
Bosnian: Misc
elections: O
,: O
a: O
foreign: O
ministry: O
official: O
said: O
.: O

***END***"
331,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

6. Tea Vikstedt-Nyman ( Finland ) 5

###

"," 6.: O
Tea Vikstedt-Nyman: Person
(: O
Finland: Location
): O
5: O

***END***"
332,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Feugill said he made the hot , heavy suit , which he first used in the Marines , by attaching strips of burlap to a camouflage outfit .

###

"," Feugill: Person
said: O
he: O
made: O
the: O
hot: O
,: O
heavy: O
suit: O
,: O
which: O
he: O
first: O
used: O
in: O
the: O
Marines: Organisation
,: O
by: O
attaching: O
strips: O
of: O
burlap: O
to: O
a: O
camouflage: O
outfit: O
.: O

***END***"
333,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Palestinian Legislative Council on Wednesday called for a halt to contacts with Israel , just hours after President Yasser Arafat said the Jewish state had effectively declared war on the Palestinians by pursuing its hardline policies .

###

"," The: O
Palestinian Legislative Council: Organisation
on: O
Wednesday: O
called: O
for: O
a: O
halt: O
to: O
contacts: O
with: O
Israel: Location
,: O
just: O
hours: O
after: O
President: O
Yasser Arafat: Person
said: O
the: O
Jewish: Misc
state: O
had: O
effectively: O
declared: O
war: O
on: O
the: O
Palestinians: Misc
by: O
pursuing: O
its: O
hardline: O
policies: O
.: O

***END***"
334,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

James Harvey and Jennifer Hurley of the Moss Landing Marine Laboratories in California say their sea lions , natural companions of many species of whale , can go where no man or woman has ever gone before .

###

"," James Harvey: Person
and: O
Jennifer Hurley: Person
of: O
the: O
Moss Landing Marine Laboratories: Organisation
in: O
California: Location
say: O
their: O
sea: O
lions: O
,: O
natural: O
companions: O
of: O
many: O
species: O
of: O
whale: O
,: O
can: O
go: O
where: O
no: O
man: O
or: O
woman: O
has: O
ever: O
gone: O
before: O
.: O

***END***"
335,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

COMMACK , New York 1996-08-21

###

"," COMMACK: Location
,: O
New York: Location
1996-08-21: O

***END***"
336,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

After a meeting failed to materialise on Monday , Lebed 's spokesman said he might meet the president on Tuesday .

###

"," After: O
a: O
meeting: O
failed: O
to: O
materialise: O
on: O
Monday: O
,: O
Lebed: Person
's: O
spokesman: O
said: O
he: O
might: O
meet: O
the: O
president: O
on: O
Tuesday: O
.: O

***END***"
337,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

A second Belgian was also seriously injured but the hospital spokesman said his life was not in danger .

###

"," A: O
second: O
Belgian: Misc
was: O
also: O
seriously: O
injured: O
but: O
the: O
hospital: O
spokesman: O
said: O
his: O
life: O
was: O
not: O
in: O
danger: O
.: O

***END***"
338,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - EUROPEAN CUP DRAWS FOR AEK , OLYMPIAKOS , PAO .

###

"," SOCCER: O
-: O
EUROPEAN CUP: Misc
DRAWS: O
FOR: O
AEK: Organisation
,: O
OLYMPIAKOS: Organisation
,: O
PAO: Organisation
.: O

***END***"
339,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Australia last won the Davis Cup in 1986 , but they were beaten finalists against Germany three years ago under Fraser 's guidance .

###

"," Australia: Location
last: O
won: O
the: O
Davis Cup: Misc
in: O
1986: O
,: O
but: O
they: O
were: O
beaten: O
finalists: O
against: O
Germany: Location
three: O
years: O
ago: O
under: O
Fraser: Person
's: O
guidance: O
.: O

***END***"
340,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

19. France 8.18

###

"," 19.: O
France: Location
8.18: O

***END***"
341,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

1-0 .

###

"," 1-0: O
.: O

***END***"
342,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Caen 1 ( Bancarel 70th ) Lyon 1 ( Caveglia 89th ) .

###

"," Caen: Organisation
1: O
(: O
Bancarel: Person
70th: O
): O
Lyon: Organisation
1: O
(: O
Caveglia: Person
89th: O
): O
.: O

***END***"
343,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Graham Gooch , the 43-year-old former England captain , is to continue playing county cricket for at least another season , his club Essex announced on Tuesday .

###

"," Graham Gooch: Person
,: O
the: O
43-year-old: O
former: O
England: Location
captain: O
,: O
is: O
to: O
continue: O
playing: O
county: O
cricket: O
for: O
at: O
least: O
another: O
season: O
,: O
his: O
club: O
Essex: Organisation
announced: O
on: O
Tuesday: O
.: O

***END***"
344,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Olympic champions Michael Johnson and Donovan Bailey and former champion Linford Christie will run in a "" Dream Team "" sprint relay squad in honour of Jesse Owens on Friday .

###

"," Olympic: Misc
champions: O
Michael Johnson: Person
and: O
Donovan Bailey: Person
and: O
former: O
champion: O
Linford Christie: Person
will: O
run: O
in: O
a: O
"": O
Dream Team: Organisation
"": O
sprint: O
relay: O
squad: O
in: O
honour: O
of: O
Jesse Owens: Person
on: O
Friday: O
.: O

***END***"
345,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Galeforce winds and heavy rains batter Belgium .

###

"," Galeforce: O
winds: O
and: O
heavy: O
rains: O
batter: O
Belgium: Location
.: O

***END***"
346,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The arrests followed a tip-off from a married couple who unexpectedly showed up at investigators ' offices on Wednesday . ""

###

"," The: O
arrests: O
followed: O
a: O
tip-off: O
from: O
a: O
married: O
couple: O
who: O
unexpectedly: O
showed: O
up: O
at: O
investigators: O
': O
offices: O
on: O
Wednesday: O
.: O
"": O

***END***"
347,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MINNESOTA

###

"," MINNESOTA: Location

***END***"
348,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

9. Alexandre Barros ( Brazil ) Honda 1:51.784

###

"," 9.: O
Alexandre Barros: Person
(: O
Brazil: Location
): O
Honda: Organisation
1:51.784: O

***END***"
349,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Hillary Rodham Clinton saw her husband and daughter off on the trip in Huntington , West Virginia and then went on to Chicago to begin a rigorous Democratic Convention schedule .

###

"," Hillary Rodham Clinton: Person
saw: O
her: O
husband: O
and: O
daughter: O
off: O
on: O
the: O
trip: O
in: O
Huntington: Location
,: O
West Virginia: Location
and: O
then: O
went: O
on: O
to: O
Chicago: Location
to: O
begin: O
a: O
rigorous: O
Democratic Convention: Misc
schedule: O
.: O

***END***"
350,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The local polls next month will be the first since 1987 in the state , clamped under direct rule from New Delhi since 1990 .

###

"," The: O
local: O
polls: O
next: O
month: O
will: O
be: O
the: O
first: O
since: O
1987: O
in: O
the: O
state: O
,: O
clamped: O
under: O
direct: O
rule: O
from: O
New Delhi: Location
since: O
1990: O
.: O

***END***"
351,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Sportul Studentesc 4 1 1 2 7 9 4

###

"," Sportul Studentesc: Organisation
4: O
1: O
1: O
2: O
7: O
9: O
4: O

***END***"
352,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Aides have dismissed such speculation , insisting that he simply needs a rest after his energetic election campaign .

###

"," Aides: O
have: O
dismissed: O
such: O
speculation: O
,: O
insisting: O
that: O
he: O
simply: O
needs: O
a: O
rest: O
after: O
his: O
energetic: O
election: O
campaign: O
.: O

***END***"
353,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Diluted EPS - vs -

###

"," Diluted: O
EPS: O
-: O
vs: O
-: O

***END***"
354,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

2. Maria Mutola ( Mozambique ) 2:29.66

###

"," 2.: O
Maria Mutola: Person
(: O
Mozambique: Location
): O
2:29.66: O

***END***"
355,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CRICKET - AUSTRALIA BEAT ZIMBABWE BY 125 RUNS IN ONE-DAY MATCH .

###

"," CRICKET: O
-: O
AUSTRALIA: Location
BEAT: O
ZIMBABWE: Location
BY: O
125: O
RUNS: O
IN: O
ONE-DAY: O
MATCH: O
.: O

***END***"
356,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

EXPRESS

###

"," EXPRESS: Organisation

***END***"
357,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Javier Frana ( Argentina ) vs. 3 - Thomas Muster ( Austria )

###

"," Javier Frana: Person
(: O
Argentina: Location
): O
vs.: O
3: O
-: O
Thomas Muster: Person
(: O
Austria: Location
): O

***END***"
358,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Authorities closed down the 28,000-student university on Wednedsay following gunbattles between students and police .

###

"," Authorities: O
closed: O
down: O
the: O
28,000-student: O
university: O
on: O
Wednedsay: O
following: O
gunbattles: O
between: O
students: O
and: O
police: O
.: O

***END***"
359,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

White added a solo homer , his 11th , off reliever Mark Petkovsek with one out in the fifth , giving the Marlins a 6-0 lead .

###

"," White: Person
added: O
a: O
solo: O
homer: O
,: O
his: O
11th: O
,: O
off: O
reliever: O
Mark Petkovsek: Person
with: O
one: O
out: O
in: O
the: O
fifth: O
,: O
giving: O
the: O
Marlins: Organisation
a: O
6-0: O
lead: O
.: O

***END***"
360,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

84th ) , Carlos Pavon ( 37th )

###

"," 84th: O
): O
,: O
Carlos Pavon: Person
(: O
37th: O
): O

***END***"
361,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MONTREAL 69 58 .543 11

###

"," MONTREAL: Organisation
69: O
58: O
.543: O
11: O

***END***"
362,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CLEVELAND 76 52 .594 -

###

"," CLEVELAND: Organisation
76: O
52: O
.594: O
-: O

***END***"
363,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Palmeiras 3 Vasco da Gama 1

###

"," Palmeiras: Organisation
3: O
Vasco da Gama: Organisation
1: O

***END***"
364,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" But we must avoid giving the impression this peace deployment in former Yugoslavia is being perceived in the long run as an occupation .

###

"," "": O
But: O
we: O
must: O
avoid: O
giving: O
the: O
impression: O
this: O
peace: O
deployment: O
in: O
former: O
Yugoslavia: Location
is: O
being: O
perceived: O
in: O
the: O
long: O
run: O
as: O
an: O
occupation: O
.: O

***END***"
365,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

5. Darryll King ( New Zealand ) Honda 178

###

"," 5.: O
Darryll King: Person
(: O
New Zealand: Location
): O
Honda: Organisation
178: O

***END***"
366,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

TORONTO 1996-08-24

###

"," TORONTO: Location
1996-08-24: O

***END***"
367,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

It said about 100 Iraqi Kurds were killed or wounded in the attack .

###

"," It: O
said: O
about: O
100: O
Iraqi Kurds: Misc
were: O
killed: O
or: O
wounded: O
in: O
the: O
attack: O
.: O

***END***"
368,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

( G. Parsons 4-36 ) and 135-9 .

###

"," (: O
G. Parsons: Person
4-36: O
): O
and: O
135-9: O
.: O

***END***"
369,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- Kolumbina Bencevic , Zagreb Newsroom , 385-1-4557075

###

"," --: O
Kolumbina Bencevic: Person
,: O
Zagreb Newsroom: Organisation
,: O
385-1-4557075: O

***END***"
370,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Figures released two weeks ago from Japan 's seven largest mills already showed that Japan 's can sheet output reached its highest monthly level ever in July , reflecting above-average temperatures that sparked a jump in beer consumption .

###

"," Figures: O
released: O
two: O
weeks: O
ago: O
from: O
Japan: Location
's: O
seven: O
largest: O
mills: O
already: O
showed: O
that: O
Japan: Location
's: O
can: O
sheet: O
output: O
reached: O
its: O
highest: O
monthly: O
level: O
ever: O
in: O
July: O
,: O
reflecting: O
above-average: O
temperatures: O
that: O
sparked: O
a: O
jump: O
in: O
beer: O
consumption: O
.: O

***END***"
371,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Hyundai 55 5 47 .537 7 1/2

###

"," Hyundai: Organisation
55: O
5: O
47: O
.537: O
7: O
1/2: O

***END***"
372,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Standings ( tabulated under played , won , drawn , lost , goals

###

"," Standings: O
(: O
tabulated: O
under: O
played: O
,: O
won: O
,: O
drawn: O
,: O
lost: O
,: O
goals: O

***END***"
373,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

* President Bill Clinton is expected to propose a tax break on home sales .

###

"," *: O
President: O
Bill Clinton: Person
is: O
expected: O
to: O
propose: O
a: O
tax: O
break: O
on: O
home: O
sales: O
.: O

***END***"
374,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Martin Damm ( Czech Republic ) beat Michael Joyce ( U.S. ) 5-7

###

"," Martin Damm: Person
(: O
Czech Republic: Location
): O
beat: O
Michael Joyce: Person
(: O
U.S.: Location
): O
5-7: O

***END***"
375,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

All figures in thousands of tonnes :

###

"," All: O
figures: O
in: O
thousands: O
of: O
tonnes: O
:: O

***END***"
376,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Luehrs said manufacturing will begin and revenue will start to roll in during the first half of next year .

###

"," Luehrs: Person
said: O
manufacturing: O
will: O
begin: O
and: O
revenue: O
will: O
start: O
to: O
roll: O
in: O
during: O
the: O
first: O
half: O
of: O
next: O
year: O
.: O

***END***"
377,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

--

###

"," --: O

***END***"
378,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

for , against , points ) :

###

"," for: O
,: O
against: O
,: O
points: O
): O
:: O

***END***"
379,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

1. Hicham El Guerrouj ( Morocco ) three minutes 29.05 seconds

###

"," 1.: O
Hicham El Guerrouj: Person
(: O
Morocco: Location
): O
three: O
minutes: O
29.05: O
seconds: O

***END***"
380,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

TORONTO 1996-08-23

###

"," TORONTO: Location
1996-08-23: O

***END***"
381,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Benin lead 4-1 from the first leg

###

"," Benin: Location
lead: O
4-1: O
from: O
the: O
first: O
leg: O

***END***"
382,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Dutch state raises tap sale price to 99.95 .

###

"," Dutch: Misc
state: O
raises: O
tap: O
sale: O
price: O
to: O
99.95: O
.: O

***END***"
383,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

3. Linford Christie ( Britain ) 10.19

###

"," 3.: O
Linford Christie: Person
(: O
Britain: Location
): O
10.19: O

***END***"
384,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Britain gives aid to volcano-hit Caribbean island .

###

"," Britain: Location
gives: O
aid: O
to: O
volcano-hit: O
Caribbean: Location
island: O
.: O

***END***"
385,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

RABAT 1996-08-26

###

"," RABAT: Location
1996-08-26: O

***END***"
386,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SUMMARY- Showers 0.25-1.30 inch ( 6-33 mm ) and locally heavier through much of India , 75 percent coverage .

###

"," SUMMARY-: O
Showers: O
0.25-1.30: O
inch: O
(: O
6-33: O
mm: O
): O
and: O
locally: O
heavier: O
through: O
much: O
of: O
India: Location
,: O
75: O
percent: O
coverage: O
.: O

***END***"
387,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Neuchatel 8 6 1 1 12 7 19

###

"," Neuchatel: Organisation
8: O
6: O
1: O
1: O
12: O
7: O
19: O

***END***"
388,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Wasim Akram st Stewart b Croft 40

###

"," Wasim Akram: Person
st: O
Stewart: Person
b: O
Croft: Person
40: O

***END***"
389,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- Avalon Borough , N.J. , $ 11.4 million GOs .

###

"," --: O
Avalon Borough: Location
,: O
N.J.: Location
,: O
$: O
11.4: O
million: O
GOs: O
.: O

***END***"
390,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Archbishop of Buenos Aires said on Tuesday the first thing he would do if elected president of Argentina would be to put up posters of the Ten Commandments in government offices .

###

"," The: O
Archbishop: O
of: O
Buenos Aires: Location
said: O
on: O
Tuesday: O
the: O
first: O
thing: O
he: O
would: O
do: O
if: O
elected: O
president: O
of: O
Argentina: Location
would: O
be: O
to: O
put: O
up: O
posters: O
of: O
the: O
Ten Commandments: Misc
in: O
government: O
offices: O
.: O

***END***"
391,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

BUSINESS PAGES

###

"," BUSINESS: O
PAGES: O

***END***"
392,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Collinelli qualified in second place , also beating his old record in 4:17.696 .

###

"," Collinelli: Person
qualified: O
in: O
second: O
place: O
,: O
also: O
beating: O
his: O
old: O
record: O
in: O
4:17.696: O
.: O

***END***"
393,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CRICKET - PAKISTAN DECLARE FIRST INNINGS AT 521-8 .

###

"," CRICKET: O
-: O
PAKISTAN: Location
DECLARE: O
FIRST: O
INNINGS: O
AT: O
521-8: O
.: O

***END***"
394,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

In San Diego , Steve Finley and Jody Reed drove in three runs apiece as the San Diego Padres built a six-run lead after three innings and cruised to an 11-2 victory over the Philadelphia Phillies .

###

"," In: O
San Diego: Location
,: O
Steve Finley: Person
and: O
Jody Reed: Person
drove: O
in: O
three: O
runs: O
apiece: O
as: O
the: O
San Diego Padres: Organisation
built: O
a: O
six-run: O
lead: O
after: O
three: O
innings: O
and: O
cruised: O
to: O
an: O
11-2: O
victory: O
over: O
the: O
Philadelphia Phillies: Organisation
.: O

***END***"
395,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The six-month trial was funded by the British Heart Foundation and Lichtwer Pharma GmbH , which makes Kwai brand garlic tablets .

###

"," The: O
six-month: O
trial: O
was: O
funded: O
by: O
the: O
British Heart Foundation: Organisation
and: O
Lichtwer Pharma GmbH: Organisation
,: O
which: O
makes: O
Kwai: Misc
brand: O
garlic: O
tablets: O
.: O

***END***"
396,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- Sydney Newsroom 61-2 9373 1800

###

"," --: O
Sydney Newsroom: Organisation
61-2: O
9373: O
1800: O

***END***"
397,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - FIORENTINA BEAT MILAN IN ITALIAN SUPERCUP .

###

"," SOCCER: O
-: O
FIORENTINA: Organisation
BEAT: O
MILAN: Organisation
IN: O
ITALIAN SUPERCUP: Misc
.: O

***END***"
398,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

for , goals against , points ) :

###

"," for: O
,: O
goals: O
against: O
,: O
points: O
): O
:: O

***END***"
399,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Jimmy Key ( 9-10 ) took the loss as the Yankees lost their ninth in 14 games .

###

"," Jimmy Key: Person
(: O
9-10: O
): O
took: O
the: O
loss: O
as: O
the: O
Yankees: Organisation
lost: O
their: O
ninth: O
in: O
14: O
games: O
.: O

***END***"
400,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NEW YORK 1996-08-23

###

"," NEW YORK: Location
1996-08-23: O

***END***"
401,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CLEVELAND 78 53 .595 -

###

"," CLEVELAND: Organisation
78: O
53: O
.595: O
-: O

***END***"
